DK|83|Region of Southern Denmark
LU|CA|Capellen
LU|CL|Clervaux
LU|DI|Diekirch
LU|EC|Echternach
LU|ES|Esch-sur-Alzette
LU|GR|Grevenmacher
LU|LU|Luxembourg
LU|ME|Mersch
LU|RD|Redange
LU|RM|Remich
LU|VD|Vianden
LU|WI|Wiltz
TH|TH|Thailand
MY|NEGERI SEMBILAN|NEGERI SEMBILAN 
MY|MELAKA|MELAKA
MY|KELANTAN|KELANTAN
MY|SARAWAK|SARAWAK
MY|PENANG|PENANG
MY|PERAK|PERAK
MY|KEDAH|KEDAH
MY|PAHANG|PAHANG
MY|SABAH|SABAH
MY|JOHOR|JOHOR
MY|SELANGOR|SELANGOR
MY|TERENGGANU|TERENGGANU
MY|PUTRAJAYA|PUTRAJAYA
MY|PETALING JAYA|PETALING JAYA
MY|WILAYAH PERSEKUTUAN|WILAYAH PERSEKUTUAN
ZA|Western Cape|Western Cape
ZA|Gauteng|Gauteng
ZA|Limpopo|Limpopo
ZA|Polokwane|Polokwane
ZA|KZN|KZN
ZA|ZKN|ZKN
ZA|Orange Free State|Orange Free State
PK|PAK|Pakistan
CZ|10|Prague
CZ|11|Prague
CZ|20|Central Bohemian Region
CZ|31|South Bohemian Region
CZ|32|Plzeň Region
CZ|41|Karlovy Vary Region
CZ|42|Ústí nad Labem Region
CZ|51|Liberec Region
CZ|52|Hradec Králové Region
CZ|53|Pardubice Region
CZ|63|Vysočina Region
CZ|64|South Moravian Region
CZ|71|Olomouc Region
CZ|72|Zlín Region
CZ|80|Moravian-Silesian Region
CH|ZH|Zürich 
CH|BE|Bern 
CH|LU|Luzern
CH|UR|Uri 
CH|SZ|Schwyz 
CH|OW|Obwalden
CH|NW|Nidwalden
CH|GL|Glarus 
CH|ZG|Zug 
CH|FR|Fribourg 
CH|SO|Solothurn 
CH|BS|Basel-Stadt
CH|BL|Basel-Landschaft
CH|SH|Schaffhausen 
CH|AR|Appenzell Ausserrhoden
CH|AI|Appenzell Innerrhoden
CH|SG|St. Gallen
CH|GR|Grisons 
CH|AG|Aargau 
CH|TG|Thurgau 
CH|TI|Ticino 
CH|VD|Vaud 
CH|VS|Valais 
CH|NE|Neuchâtel 
CH|GE|Geneva 
CH|JU|Jura
HU|BU|Budapest
HU|BK|Bács|Kiskun	
HU|BA|Baranya	
HU|BE|Békés	
HU|BZ|Borsod|Abaúj|Zemplén	
HU|CS|Csongrád|Csanád	
HU|FE|Fejér	
HU|GS|Győr|Moson|Sopron	
HU|HB|Hajdú|Bihar	
HU|HE|Heves	
HU|JN|Jász|Nagykun|Szolnok	
HU|KE|Komárom|Esztergom	
HU|NO|Nógrád	
HU|PE|Pest	
HU|SO|Somogy	
HU|SZ|Szabolcs|Szatmár|Bereg	
HU|TO|Tolna	
HU|VA|Vas	
HU|VE|Veszprém	
HU|ZA|Zala	
HU|BC|Békéscsaba	
HU|DE|Debrecen	
HU|DU|Dunaújváros	
HU|EG|Eger	
HU|ER|Érd	
HU|GY|Győr	
HU|HV|Hódmezővásárhely	
HU|KV|Kaposvár	
HU|KM|Kecskemét	
HU|MI|Miskolc	
HU|NK|Nagykanizsa	
HU|NY|Nyíregyháza	
HU|PS|Pécs	
HU|ST|Salgótarján	
HU|SN|Sopron	
HU|SD|Szeged	
HU|SF|Székesfehérvár	
HU|SS|Szekszárd	
HU|SK|Szolnok	
HU|SH|Szombathely	
HU|TB|Tatabánya	
HU|VM|Veszprém	
HU|ZE|Zalaegerszeg
MT|San Ġwann|San Ġwann
MT|Victoria|Victoria
MT|St. Paul's Bay|St. Paul's Bay
MT|Valletta|Valletta
MT|Qormi|Qormi
RO|AB|Alba
RO|AR|Arad
RO|AG|Arges
RO|BC|Bacau
RO|BH|Bihor
RO|BN|Bistrita-Nasaud
RO|BT|Botosani
RO|BV|Brasov
RO|BR|Braila
RO|B|Bucuresti
RO|BZ|Buzau
RO|CS|Caras Severin
RO|CJ|Cluj
RO|CT|Constanta
RO|CV|Covasna
RO|DB|Dambovita
RO|DJ|Dolj
RO|GL|Galati
RO|GR|Giurgiu
RO|GJ|Gorj
RO|HG|Harghita
RO|HD|Hunedoara
RO|IL|Ialomita
RO|IS|Iasi
RO|IF|Ilfov
RO|MM|Maramures
RO|MH|Mehedinti
RO|MS|Mures
RO|NT|Neamt
RO|OT|Olt
RO|PH|Prahova
RO|SM|Satu Mare
RO|SJ|Salaj
RO|SB|Sibiu
RO|SV|Suceava
RO|TR|Teleorman
RO|TM|Timis
RO|TL|Tulcea
RO|VS|Vaslui
RO|VL|Valcea
RO|VN|Vrancea
